序号,区县名称,街道名称,社区名称,类别名,名称（全称）,地址（详细到门牌号）,邮政编码,联系电话,服务项目,服务时间
1186,门头沟区,龙泉镇,峪新社区,超市,祥宇杰超市,峪园17楼边上,102300,69857355,日用百货,每天8点—21点
1187,门头沟区,龙泉镇,中北街社区,超市,刘仁强便民超市,门头沟区龙泉镇三家店中街6号,102300,51635021,便民购物,24小时
1188,门头沟区,王平镇,河北社区,超市,河北物美便利店,河北社区,102301,61859524,日用百货、粮油等,全天
1189,门头沟区,永定镇,北区社区,超市,姗姗物联超市,永定镇冯西园北一区44号,102308,69802906,销售日用百货、蔬菜、粮油,早7点-晚10点
1190,门头沟区,永定镇,永兴嘉园社区,超市,物美连锁超市,永兴嘉园商城地下一层,102308,60802497,免费停车积分奖励商品零售,长期
1191,门头沟区,雁翅镇,雁翅社区,超市,雁梦成超市,雁翅镇雁翅村公路边,102305,,销售日常用品,全天
1192,石景山区,八宝山街道,玉泉路西社区,超市,北京市海石丰超市,石景山玉泉路65号院3号楼,100040,52635644,销售食品、面食等,每天
1193,石景山区,八宝山街道,永东北社区,超市,红土地超市,石景山区永乐小区9号楼前,100040,68658546,日用品、食品等零售,周一至周日
1194,石景山区,八宝山街道,永东北社区,超市,三喜龙牛奶批发,石景山区永乐小区19号楼前,100040,88750792,日用品、食品等零售,周一至周日
1195,石景山区,八宝山街道,西里中社区,超市,中润超市,玉泉西里二区29号楼底商地下,100040,88692835,日用品、食品、烟酒等零售,周一至周日8:30-21:00
1196,石景山区,八宝山街道,西里中社区,超市,鲜先爽爽便利店,玉泉西里二区34号楼底商1,100040,88685359,日用品、食品、烟酒等零售,周一至周日8:00-22:00
1197,石景山区,八宝山街道,西里西社区,超市,华普超市,鲁谷东街8号,100040,68637629,零售,8:00am-21:00pm
1198,石景山区,八宝山街道,西里北社区,超市,诚辉久业超市,16号楼底商02号,100040,68680628,烟酒茶,10:00-21:00
1199,石景山区,八宝山街道,西里北社区,超市,烟酒超市,17号楼底商01号,100040,13641194480,烟酒茶,9:00-21:00
1200,石景山区,八宝山街道,四季园社区,超市,24小时超市,康健小卖部,100040,68664226,日用品、食品等零售,24小时
1201,石景山区,八宝山街道,三山园社区,超市,百年怿果超市,永乐小区68楼东南侧,100040,,日用品、食品、烟酒等零售,周一至周日
1202,石景山区,八宝山街道,瑞达社区,超市,顺天府超市,鲁谷74号院北院9、10号楼底商,100040,68663323,为居民提供日常生活品,周一到周日
1203,石景山区,八宝山街道,鲁谷社区,超市,世纪联华超市,石景山区鲁谷村小区7号楼底商(7-1),100040,68659629,零售百货,周一至周五
1204,石景山区,八角街道,杨中社区,超市,万润家和超市,杨中16号楼底商,100043,,生活用品,早9-晚9
1205,石景山区,八角街道,八角北里社区,超市,物美超市八角店,八角西街24号,100043,68862342,商品提供,每天早8：:00至晚21:00
1206,石景山区,八角街道,八角路社区,超市,京客隆超市,石景山区八角南路1号,100043,6887.5609,居民日用品销售,8:00——21：:00
1207,石景山区,八角街道,八角南里社区,超市,北京首联超市有限公司京客隆八角南里店,八角南里14栋底商,100043,68874019,商品零售,周一至周日工作时间
1208,石景山区,八角街道,八角南路社区,超市,京客隆超市,古城东街东侧,100043,,销售各类生活用品等,全天
1209,石景山区,八角街道,古城南里社区,超市,福美超市,古城南里甲5号南侧,100043,68869948,商品、食品食售,每日7：30-22：00
1210,石景山区,八角街道,古城南路社区,超市,宏翔超市,北京石景山八角古城南路北锅院内,100043,68865597,便民服务,周一-周日
1211,石景山区,八角街道,古城南路社区,超市,物美天翔超市,北京石景山八角古城南路43东北侧,100043,68875607,便民服务,周一-周日
1212,石景山区,八角街道,黄南苑社区,超市,物美超市西黄村店,黄南苑小区6号楼西侧,100144,88996011,综合超市零售,8:30-21:00
1213,石景山区,八角街道,时代花园社区,超市,沃尔玛超市,石景山区阜石路168号,100043,68889556,销售各类商品,全天
1214,石景山区,八角街道,特钢社区,超市,迪亚天天超市,八角北路8栋西侧,100043,68878797,销售食品、日用品等,全天
1215,石景山区,八角街道,杨南社区,超市,健康超市,杨庄小区居委会对面,100043,68818597,各种生活用品,全天
1216,石景山区,八角街道,杨南社区,超市,梦想洋洋超市,杨庄小区大门内,100043,13683511288,各种生活用品,全天
1217,石景山区,八角街道,公园北社区,超市,迪亚天天超市,古城东街23号,100043,68872798,零售,全天
1218,石景山区,古城街道,南大荒社区,超市,,石景山区永定楼家属院内,100043,88806089,,工作日
1219,石景山区,古城街道,十万平社区,超市,十万平社区佳联超市（物美）,老古城大楼9栋一层佳联超市（物美）,100043,68830493,便民日常用品,全天
1220,石景山区,古城街道,水泥厂社区,超市,超市发便利店,京原路68号7栋楼前,100041,,日常用品,正常
1221,石景山区,古城街道,天翔社区,超市,物美超市,古城北路22栋楼底商,100043,13511017428,供应日用品、食品、杂品等,全天
1222,石景山区,广宁街道,东山社区,超市,物美便利店,东山居委会门前,100041,88990672,为居民提供日用商品,
1223,石景山区,广宁街道,麻峪社区,超市,景源超市,广宁麻峪后地5号,100041,———,为社区居民提供物美价廉的日常生活用品,全天
1224,石景山区,广宁街道,麻峪社区,超市,和客达超市,广宁麻峪南街3号,100041,———,为社区居民提供物美价廉的日常生活用品,全天
1225,石景山区,广宁街道,麻峪社区,超市,雁翎超市,广宁麻峪新街12号,100041,88993499,为社区居民提供物美价廉的日常生活用品,全天
1226,石景山区,广宁街道,麻峪社区,超市,春平超市,广宁麻峪东街43号,100041,88993022,为社区居民提供物美价廉的日常生活用品,全天
1227,石景山区,广宁街道,麻峪社区,超市,新世源超市,广宁麻峪南沟32号,100041,———,为社区居民提供物美价廉的日常生活用品,全天
1228,石景山区,广宁街道,新立街社区,超市,广富超市,广宁街道复兴街,100041,,超市,周一至周日全天
1229,石景山区,金顶街街道,金顶街二区社区,超市,北京首晟富万家超市,金顶北路18号院9号楼,100041,13681136528,日用品、食品,工作日
1230,石景山区,金顶街街道,金顶街二区社区,超市,杨红食品店,金顶北路18号院5栋8号,100041,13466672701,日用品、食品,工作日
1231,石景山区,金顶街街道,金顶街二区社区,超市,北京兴隆阳光商店,金顶北路18号院9-1-13,100041,13717993716,日用品、食品,工作日
1232,石景山区,金顶街街道,金顶街三区社区,超市,天天服务社便民店,金三区7栋东侧,100041,,便民小卖部,365天
1233,石景山区,金顶街街道,金四区社区,超市,迪亚天天,金顶北路68号,100041,,,
1234,石景山区,金顶街街道,金一区社区,超市,北京碧泉副食商场,金顶西街,100041,88742976,食品、百货,早8点至晚7点
1235,石景山区,金顶街街道,金一区社区,超市,北京天翔物美有限公司22店,金顶西街,100041,88720717,食品、百货,早8点至晚10点
1236,石景山区,金顶街街道,金一区社区,超市,北京京客隆超市有限责任公司,金顶西街,100041,88710291,蔬菜、食品、百货,早8点至晚9点
1237,石景山区,金顶街道,模式口北里社区,超市,模东天成超市,模北电厂院大门西侧,100041,88721493,,
1238,石景山区,金顶街道,金顶街三区社区,超市,模东便民超市,模东1栋南侧,100041,,便民小卖部,全天
1239,石景山区,金顶街道,模南社区,超市,世纪华联超市,3栋南侧,100041,,生活用品,全天
1240,石景山区,金顶街道,模西北社区,超市,物美超市,石景山小学东侧,100041,88723565,便民小卖部,365天
1241,石景山区,金顶街道,模西南社区,超市,迪亚天天超市,模西61栋楼北侧,100041,13911621265,日用百货、食品、蔬菜、水果等,周一至周日
1242,石景山区,金顶街道,模西中社区,超市,北京志诚友和商店,石景山区模西20栋东侧,100041,13651223051,日用品零售,9—20:00
1243,石景山区,金顶街道,模式口中里社区,超市,物美超市,模南11栋南侧,100041,,生活用品,全天
1244,石景山区,金顶街道,西福村社区,超市,华普超市,建材院69号院,100041,,生活用品,全天
1245,石景山区,金顶街道,铸造村社区,超市,美廉美金顶街店,金顶西街红光金顶商业楼3层,100041,13717772381,超市服务,全天
1246,石景山区,老山街道,高能所社区,超市,北京金色彩综合超市,玉泉路19号乙,100089,88233560,日常用品销售,每天
1247,石景山区,老山街道,何家坟社区,超市,何家坟早市,石景山路5号,100049,88255857,卖菜,每天
1248,石景山区,老山街道,老山社区,超市,1华润万家超市2世纪华联超市,老山西里小广场,100049,,日用品零售,全天24小时
1249,石景山区,老山街道,老山东里社区,超市,迪亚天天,老山烤鸭店旁,100049,,提供便民零售,全年
1250,石景山区,老山街道,老山东里北社区,超市,乐嘉天天超市,老山东里46栋东侧综合楼首层,100049,88973937,商品出售,全天
1251,石景山区,鲁谷街道,碣石坪社区,超市,华联超市,碣石坪11号楼底商,100043,,食品超市,24小时
1252,石景山区,鲁谷街道,七星园北社区,超市,迪亚天天超市,七星园1号楼底商门店,100040,68628354,零售服务,每天
1253,石景山区,鲁谷街道,五芳园社区,超市,百年怿果超市,垃圾楼西侧,100040,68643725,商品零售,全天
1254,石景山区,鲁谷街道,西厂社区,超市,首航超市,石景山区北重西厂14号一层,100040,,综合百货,每天
1255,石景山区,鲁谷街道,新岚大厦社区,超市,美廉美超市,依翠园18号楼底商,100040,,综合超市,
1256,石景山区,鲁谷街道,衙门口东社区,超市,北京市石景山区八宝山欣盛副食商店,衙门口上后街3号,100043,68606252,商品零售,07：30-23：00
1257,石景山区,鲁谷街道,衙门口西社区,超市,惠众超市,衙门口西街15号,100043,,,
1258,石景山区,鲁谷街道,衙门口南社区,超市,京客隆超市,衙门口东街113号,100043,,经营日用百货,15小时
1259,石景山区,鲁谷街道,依翠园北社区,超市,依北社区便民超市,鲁谷路六场宿舍3、4号楼中间,100040,13693634933,食品零售,周一至周日9:00～22:00
1260,石景山区,鲁谷街道,永乐西北社区,超市,物美超市,石景山区永乐西区57号楼底商,100040,,零售日杂、百货、食品,早8:00至晚21:00
1261,石景山区,鲁谷街道,永乐西北社区,超市,首航超市,石景山区永乐西区25号楼底商,100040,68638920,零售日杂、百货、食品,早8:00至晚21:00
1262,石景山区,鲁谷街道,重兴园社区,超市,格润适家超市,重兴园2号楼,,,,
1263,石景山区,苹果园街道,苹二社区,超市,乐嘉天天便利店,苹二社区甲16号,100144,,日常用品销售,每天12小时
1264,石景山区,苹果园街道,苹三社区,超市,苹三区易购超市,苹三区8栋对面,100144,88736486,,按需
1265,石景山区,苹果园街道,苹一社区,超市,健康超市,石景山区苹果园一区8栋北,100041,68815612,日用百货销售,6:00-21:00
1266,石景山区,苹果园街道,苹一社区,超市,晓晓媛林百货店,石景山区苹果园一区15栋北,100041,68879513,日用百货销售,9:00-21:00
1267,石景山区,苹果园街道,苹一社区,超市,林恒源副食超市,石景山区苹果园一区15栋北,100041,13520815449,日用百货销售,7:00-21:00
1268,石景山区,苹果园街道,西黄村社区,超市,世纪华联超市,西黄村94号,100144,88702843,日用百货、食品,早9—晚9
1269,石景山区,苹果园街道,西黄村社区,超市,世纪家家福超市,西黄村64号,100144,88702042,日用百货、食品,早9—晚9
1270,石景山区,苹果园街道,西黄村社区,超市,华联超市,军事科学院,100144,88704679,日用百货、食品,早9—晚9
1271,石景山区,苹果园街道,西黄村社区,超市,福海绿源,西黄村33号,100144,88705419,日用百货、食品,早9—晚9
1272,石景山区,苹果园街道,西黄村社区,超市,和客来,西黄村立华公司,100144,88702699,日用百货、食品,早9—晚9
1273,石景山区,苹果园街道,西黄村社区,超市,便利超市,南里家属宿舍,100144,88704120,日用百货、食品,早9—晚9
1274,石景山区,苹果园街道,西黄新村社区,超市,百卓来超市,西黄新村北里11号楼配楼,100144,无,商品零售,全天
1275,石景山区,苹果园街道,西黄新村西里社区,超市,小超市,西黄新村西里社区7号楼底商,100144,,,
1276,石景山区,苹果园街道,西黄新村西里社区,超市,小超市,西黄新村西里社区1.2号楼底商,100144,,,
1277,石景山区,苹果园街道,西井社区,超市,物美便利店,西井二区甲7号,100144,68869417,日用品超市,8:00-23:00
